name,casrn,congener_number,category,cid,molecular_formula,molecular_weight,canonical_smiles,isomeric_smiles,iupac_name,x_log_p,exact_mass,monoisotopic_mass,tpsa,h_bond_donor_count,h_bond_acceptor_count,volume3d
"2,2',3,4,4',5'-Hexachlorobiphenyl",35065-28-2,138,Congener,37035,C12H4Cl6,360.9,C1=CC(=C(C(=C1C2=CC(=C(C=C2Cl)Cl)Cl)Cl)Cl)Cl,C1=CC(=C(C(=C1C2=CC(=C(C=C2Cl)Cl)Cl)Cl)Cl)Cl,"1,2,3-trichloro-4-(2,4,5-trichlorophenyl)benzene",7.2,359.841466,357.844416,0,0,0,214.7
"2,2',3,4,4',6-Hexachlorobiphenyl",56030-56-9,139,Congener,63080,C12H4Cl6,360.9,C1=CC(=C(C=C1Cl)Cl)C2=C(C(=C(C=C2Cl)Cl)Cl)Cl,C1=CC(=C(C=C1Cl)Cl)C2=C(C(=C(C=C2Cl)Cl)Cl)Cl,"1,2,3,5-tetrachloro-4-(2,4-dichlorophenyl)benzene",6.9,359.841466,357.844416,0,0,0,214.2
"2,2',3,4,4',6'-Hexachlorobiphenyl",59291-64-4,140,Congener,43004,C12H4Cl6,360.9,C1=CC(=C(C(=C1C2=C(C=C(C=C2Cl)Cl)Cl)Cl)Cl)Cl,C1=CC(=C(C(=C1C2=C(C=C(C=C2Cl)Cl)Cl)Cl)Cl)Cl,"1,2,3-trichloro-4-(2,4,6-trichlorophenyl)benzene",7,359.841466,357.844416,0,0,0,214.2
"2,2',3,4,5,5'-Hexachlorobiphenyl",52712-04-6,141,Congener,40234,C12H4Cl6,360.9,C1=CC(=C(C=C1Cl)C2=CC(=C(C(=C2Cl)Cl)Cl)Cl)Cl,C1=CC(=C(C=C1Cl)C2=CC(=C(C(=C2Cl)Cl)Cl)Cl)Cl,"1,2,3,4-tetrachloro-5-(2,5-dichlorophenyl)benzene",7.2,359.841466,357.844416,0,0,0,215.9
"2,2',3,4,5,6-Hexachlorobiphenyl",41411-61-4,142,Congener,91635,C12H4Cl6,360.9,C1=CC=C(C(=C1)C2=C(C(=C(C(=C2Cl)Cl)Cl)Cl)Cl)Cl,C1=CC=C(C(=C1)C2=C(C(=C(C(=C2Cl)Cl)Cl)Cl)Cl)Cl,"1,2,3,4,5-pentachloro-6-(2-chlorophenyl)benzene",7,359.841466,357.844416,0,0,0,214.9
"2,2',3,4,5,6'-Hexachlorobiphenyl",68194-15-0,143,Congener,63076,C12H4Cl6,360.9,C1=CC(=C(C(=C1)Cl)C2=CC(=C(C(=C2Cl)Cl)Cl)Cl)Cl,C1=CC(=C(C(=C1)Cl)C2=CC(=C(C(=C2Cl)Cl)Cl)Cl)Cl,"1,2,3,4-tetrachloro-5-(2,6-dichlorophenyl)benzene",6.9,359.841466,357.844416,0,0,0,215.1
"2,2',3,4,5',6-Hexachlorobiphenyl",68194-14-9,144,Congener,63071,C12H4Cl6,360.9,C1=CC(=C(C=C1Cl)C2=C(C(=C(C=C2Cl)Cl)Cl)Cl)Cl,C1=CC(=C(C=C1Cl)C2=C(C(=C(C=C2Cl)Cl)Cl)Cl)Cl,"1,2,3,5-tetrachloro-4-(2,5-dichlorophenyl)benzene",6.8,359.841466,357.844416,0,0,0,215.4
"2,2',3,4,6,6'-Hexachlorobiphenyl",74472-40-5,145,Congener,93442,C12H4Cl6,360.9,C1=CC(=C(C(=C1)Cl)C2=C(C(=C(C=C2Cl)Cl)Cl)Cl)Cl,C1=CC(=C(C(=C1)Cl)C2=C(C(=C(C=C2Cl)Cl)Cl)Cl)Cl,"1,2,3,5-tetrachloro-4-(2,6-dichlorophenyl)benzene",6.7,359.841466,357.844416,0,0,0,214.9
"2,2',3,4',5,5'-Hexachlorobiphenyl",51908-16-8,146,Congener,40172,C12H4Cl6,360.9,C1=C(C=C(C(=C1C2=CC(=C(C=C2Cl)Cl)Cl)Cl)Cl)Cl,C1=C(C=C(C(=C1C2=CC(=C(C=C2Cl)Cl)Cl)Cl)Cl)Cl,"1,2,4-trichloro-5-(2,3,5-trichlorophenyl)benzene",7.1,359.841466,357.844416,0,0,0,216.2
"2,2',3,4',5,6-Hexachlorobiphenyl",68194-13-8,147,Congener,63081,C12H4Cl6,360.9,C1=CC(=C(C=C1Cl)Cl)C2=C(C(=CC(=C2Cl)Cl)Cl)Cl,C1=CC(=C(C=C1Cl)Cl)C2=C(C(=CC(=C2Cl)Cl)Cl)Cl,"1,2,4,5-tetrachloro-3-(2,4-dichlorophenyl)benzene",6.9,359.841466,357.844416,0,0,0,215.5
"2,2',3,4',5,6-Hexachlorobiphenyl",68194-13-8,147,Congener,63081,C12H4Cl6,360.9,C1=CC(=C(C=C1Cl)Cl)C2=C(C(=CC(=C2Cl)Cl)Cl)Cl,C1=CC(=C(C=C1Cl)Cl)C2=C(C(=CC(=C2Cl)Cl)Cl)Cl,"1,2,4,5-tetrachloro-3-(2,4-dichlorophenyl)benzene",6.9,359.841466,357.844416,0,0,0,215.5
"2,2',3,4',5,6-Hexachlorobiphenyl",68194-13-8,147,Congener,63081,C12H4Cl6,360.9,C1=CC(=C(C=C1Cl)Cl)C2=C(C(=CC(=C2Cl)Cl)Cl)Cl,C1=CC(=C(C=C1Cl)Cl)C2=C(C(=CC(=C2Cl)Cl)Cl)Cl,"1,2,4,5-tetrachloro-3-(2,4-dichlorophenyl)benzene",6.9,359.841466,357.844416,0,0,0,215.5
"2,2',3,4',5,6-Hexachlorobiphenyl",68194-13-8,147,Congener,63081,C12H4Cl6,360.9,C1=CC(=C(C=C1Cl)Cl)C2=C(C(=CC(=C2Cl)Cl)Cl)Cl,C1=CC(=C(C=C1Cl)Cl)C2=C(C(=CC(=C2Cl)Cl)Cl)Cl,"1,2,4,5-tetrachloro-3-(2,4-dichlorophenyl)benzene",6.9,359.841466,357.844416,0,0,0,215.5
"2,2',3,4',5,6'-Hexachlorobiphenyl",74472-41-6,148,Congener,92391,C12H4Cl6,360.9,C1=C(C=C(C(=C1C2=C(C=C(C=C2Cl)Cl)Cl)Cl)Cl)Cl,C1=C(C=C(C(=C1C2=C(C=C(C=C2Cl)Cl)Cl)Cl)Cl)Cl,"1,2,5-trichloro-3-(2,4,6-trichlorophenyl)benzene",6.9,359.841466,357.844416,0,0,0,215.8
"2,2',3,4',5',6-Hexachlorobiphenyl",38380-04-0,149,Congener,38016,C12H4Cl6,360.9,C1=CC(=C(C(=C1Cl)C2=CC(=C(C=C2Cl)Cl)Cl)Cl)Cl,C1=CC(=C(C(=C1Cl)C2=CC(=C(C=C2Cl)Cl)Cl)Cl)Cl,"1,2,4-trichloro-3-(2,4,5-trichlorophenyl)benzene",7.1,359.841466,357.844416,0,0,0,215.5
"2,2',3,4',6,6'-Hexachlorobiphenyl",68194-13-8,150,Congener,63081,C12H4Cl6,360.9,C1=CC(=C(C=C1Cl)Cl)C2=C(C(=CC(=C2Cl)Cl)Cl)Cl,C1=CC(=C(C=C1Cl)Cl)C2=C(C(=CC(=C2Cl)Cl)Cl)Cl,"1,2,4,5-tetrachloro-3-(2,4-dichlorophenyl)benzene",6.9,359.841466,357.844416,0,0,0,215.5
"2,2',3,4',6,6'-Hexachlorobiphenyl",68194-13-8,150,Congener,63081,C12H4Cl6,360.9,C1=CC(=C(C=C1Cl)Cl)C2=C(C(=CC(=C2Cl)Cl)Cl)Cl,C1=CC(=C(C=C1Cl)Cl)C2=C(C(=CC(=C2Cl)Cl)Cl)Cl,"1,2,4,5-tetrachloro-3-(2,4-dichlorophenyl)benzene",6.9,359.841466,357.844416,0,0,0,215.5
"2,2',3,4',6,6'-Hexachlorobiphenyl",68194-13-8,150,Congener,63081,C12H4Cl6,360.9,C1=CC(=C(C=C1Cl)Cl)C2=C(C(=CC(=C2Cl)Cl)Cl)Cl,C1=CC(=C(C=C1Cl)Cl)C2=C(C(=CC(=C2Cl)Cl)Cl)Cl,"1,2,4,5-tetrachloro-3-(2,4-dichlorophenyl)benzene",6.9,359.841466,357.844416,0,0,0,215.5
"2,2',3,4',6,6'-Hexachlorobiphenyl",68194-13-8,150,Congener,63081,C12H4Cl6,360.9,C1=CC(=C(C=C1Cl)Cl)C2=C(C(=CC(=C2Cl)Cl)Cl)Cl,C1=CC(=C(C=C1Cl)Cl)C2=C(C(=CC(=C2Cl)Cl)Cl)Cl,"1,2,4,5-tetrachloro-3-(2,4-dichlorophenyl)benzene",6.9,359.841466,357.844416,0,0,0,215.5
"2,2',3,5,5',6-Hexachlorobiphenyl",52663-63-5,151,Congener,40471,C12H4Cl6,360.9,C1=CC(=C(C=C1Cl)C2=C(C(=CC(=C2Cl)Cl)Cl)Cl)Cl,C1=CC(=C(C=C1Cl)C2=C(C(=CC(=C2Cl)Cl)Cl)Cl)Cl,"1,2,4,5-tetrachloro-3-(2,5-dichlorophenyl)benzene",6.8,359.841466,357.844416,0,0,0,216.6
"2,2',3,5,6,6'-Hexachlorobiphenyl",68194-09-2,152,Congener,63070,C12H4Cl6,360.9,C1=CC(=C(C(=C1)Cl)C2=C(C(=CC(=C2Cl)Cl)Cl)Cl)Cl,C1=CC(=C(C(=C1)Cl)C2=C(C(=CC(=C2Cl)Cl)Cl)Cl)Cl,"1,2,4,5-tetrachloro-3-(2,6-dichlorophenyl)benzene",6.5,359.841466,357.844416,0,0,0,216
"2,2',4,4',5,5'-Hexachlorobiphenyl",35065-27-1,153,Congener,37034,C12H4Cl6,360.9,C1=C(C(=CC(=C1Cl)Cl)Cl)C2=CC(=C(C=C2Cl)Cl)Cl,C1=C(C(=CC(=C1Cl)Cl)Cl)C2=CC(=C(C=C2Cl)Cl)Cl,"1,2,4-trichloro-5-(2,4,5-trichlorophenyl)benzene",7.2,359.841466,357.844416,0,0,0,215.2
"2,2',4,4',5,6'-Hexachlorobiphenyl",60145-22-4,154,Congener,63082,C12H4Cl6,360.9,C1=C(C=C(C(=C1Cl)C2=CC(=C(C=C2Cl)Cl)Cl)Cl)Cl,C1=C(C=C(C(=C1Cl)C2=CC(=C(C=C2Cl)Cl)Cl)Cl)Cl,"1,2,4-trichloro-5-(2,4,6-trichlorophenyl)benzene",6.9,359.841466,357.844416,0,0,0,214.6
"2,2',4,4',6,6'-Hexachlorobiphenyl",33979-03-2,155,Congener,36647,C12H4Cl6,360.9,C1=C(C=C(C(=C1Cl)C2=C(C=C(C=C2Cl)Cl)Cl)Cl)Cl,C1=C(C=C(C(=C1Cl)C2=C(C=C(C=C2Cl)Cl)Cl)Cl)Cl,"1,3,5-trichloro-2-(2,4,6-trichlorophenyl)benzene",7.3,359.841466,357.844416,0,0,0,214.3
"2,3,3',4,4',5-Hexachlorobiphenyl",38380-08-4,156,Congener,38019,C12H4Cl6,360.9,C1=CC(=C(C=C1C2=CC(=C(C(=C2Cl)Cl)Cl)Cl)Cl)Cl,C1=CC(=C(C=C1C2=CC(=C(C(=C2Cl)Cl)Cl)Cl)Cl)Cl,"1,2,3,4-tetrachloro-5-(3,4-dichlorophenyl)benzene",7.6,359.841466,357.844416,0,0,0,214.9
"2,3,3',4,4',5'-Hexachlorobiphenyl",69782-90-7,157,Congener,50891,C12H4Cl6,360.9,C1=CC(=C(C(=C1C2=CC(=C(C(=C2)Cl)Cl)Cl)Cl)Cl)Cl,C1=CC(=C(C(=C1C2=CC(=C(C(=C2)Cl)Cl)Cl)Cl)Cl)Cl,"1,2,3-trichloro-4-(3,4,5-trichlorophenyl)benzene",7.6,359.841466,357.844416,0,0,0,214.8
"2,3,3',4,4',6-Hexachlorobiphenyl",74472-42-7,158,Congener,63072,C12H4Cl6,360.9,C1=CC(=C(C=C1C2=C(C(=C(C=C2Cl)Cl)Cl)Cl)Cl)Cl,C1=CC(=C(C=C1C2=C(C(=C(C=C2Cl)Cl)Cl)Cl)Cl)Cl,"1,2,3,5-tetrachloro-4-(3,4-dichlorophenyl)benzene",7.2,359.841466,357.844416,0,0,0,214.6
"2,3,3',4,5,5'-Hexachlorobiphenyl",39635-35-3,159,Congener,91631,C12H4Cl6,360.9,C1=C(C=C(C=C1Cl)Cl)C2=CC(=C(C(=C2Cl)Cl)Cl)Cl,C1=C(C=C(C=C1Cl)Cl)C2=CC(=C(C(=C2Cl)Cl)Cl)Cl,"1,2,3,4-tetrachloro-5-(3,5-dichlorophenyl)benzene",7.4,359.841466,357.844416,0,0,0,216.4
"2,3,3',4,5,6-Hexachlorobiphenyl",41411-62-5,160,Congener,632312,C12H4Cl6,360.9,C1=CC(=CC(=C1)Cl)C2=C(C(=C(C(=C2Cl)Cl)Cl)Cl)Cl,C1=CC(=CC(=C1)Cl)C2=C(C(=C(C(=C2Cl)Cl)Cl)Cl)Cl,"1,2,3,4,5-pentachloro-6-(3-chlorophenyl)benzene",7.3,359.841466,357.844416,0,0,0,215.4
"2,3,3',4,5',6-Hexachlorobiphenyl",74472-43-8,161,Congener,93443,C12H4Cl6,360.9,C1=C(C=C(C=C1Cl)Cl)C2=C(C(=C(C=C2Cl)Cl)Cl)Cl,C1=C(C=C(C=C1Cl)Cl)C2=C(C(=C(C=C2Cl)Cl)Cl)Cl,"1,2,3,5-tetrachloro-4-(3,5-dichlorophenyl)benzene",7.1,359.841466,357.844416,0,0,0,216.1
"2,3,3',4',5,5'-Hexachlorobiphenyl",39635-34-2,162,Congener,63074,C12H4Cl6,360.9,C1=C(C=C(C(=C1Cl)Cl)Cl)C2=C(C(=CC(=C2)Cl)Cl)Cl,C1=C(C=C(C(=C1Cl)Cl)Cl)C2=C(C(=CC(=C2)Cl)Cl)Cl,"1,2,3-trichloro-5-(2,3,5-trichlorophenyl)benzene",7.5,359.841466,357.844416,0,0,0,216.4
"2,3,3',4',5,6-Hexachlorobiphenyl",74472-44-9,163,Congener,63079,C12H4Cl6,360.9,C1=CC(=C(C=C1C2=C(C(=CC(=C2Cl)Cl)Cl)Cl)Cl)Cl,C1=CC(=C(C=C1C2=C(C(=CC(=C2Cl)Cl)Cl)Cl)Cl)Cl,"1,2,4,5-tetrachloro-3-(3,4-dichlorophenyl)benzene",7.2,359.841466,357.844416,0,0,0,215.8
"2,3,3',4',5',6-Hexachlorobiphenyl",74472-45-0,164,Congener,63073,C12H4Cl6,360.9,C1=CC(=C(C(=C1Cl)C2=CC(=C(C(=C2)Cl)Cl)Cl)Cl)Cl,C1=CC(=C(C(=C1Cl)C2=CC(=C(C(=C2)Cl)Cl)Cl)Cl)Cl,"1,2,3-trichloro-5-(2,3,6-trichlorophenyl)benzene",7.2,359.841466,357.844416,0,0,0,215.8
"2,3,3',5,5',6-Hexachlorobiphenyl",74472-46-1,165,Congener,53037,C12H4Cl6,360.9,C1=C(C=C(C=C1Cl)Cl)C2=C(C(=CC(=C2Cl)Cl)Cl)Cl,C1=C(C=C(C=C1Cl)Cl)C2=C(C(=CC(=C2Cl)Cl)Cl)Cl,"1,2,4,5-tetrachloro-3-(3,5-dichlorophenyl)benzene",7.4,359.841466,357.844416,0,0,0,217.3
"2,3,4,4',5,6-Hexachlorobiphenyl",41411-63-6,166,Congener,63077,C12H4Cl6,360.9,C1=CC(=CC=C1C2=C(C(=C(C(=C2Cl)Cl)Cl)Cl)Cl)Cl,C1=CC(=CC=C1C2=C(C(=C(C(=C2Cl)Cl)Cl)Cl)Cl)Cl,"1,2,3,4,5-pentachloro-6-(4-chlorophenyl)benzene",7.3,359.841466,357.844416,0,0,0,214.1
"2,3',4,4',5,5'-Hexachlorobiphenyl",52663-72-6,167,Congener,40479,C12H4Cl6,360.9,C1=C(C=C(C(=C1Cl)Cl)Cl)C2=CC(=C(C=C2Cl)Cl)Cl,C1=C(C=C(C(=C1Cl)Cl)Cl)C2=CC(=C(C=C2Cl)Cl)Cl,"1,2,3-trichloro-5-(2,4,5-trichlorophenyl)benzene",7.5,359.841466,357.844416,0,0,0,215.2
"2,3',4,4',5',6-Hexachlorobiphenyl",59291-65-5,168,Congener,63078,C12H4Cl6,360.9,C1=C(C=C(C(=C1Cl)Cl)Cl)C2=C(C=C(C=C2Cl)Cl)Cl,C1=C(C=C(C(=C1Cl)Cl)Cl)C2=C(C=C(C=C2Cl)Cl)Cl,"1,2,3-trichloro-5-(2,4,6-trichlorophenyl)benzene",7.2,359.841466,357.844416,0,0,0,214.9
"3,3',4,4',5,5'-Hexachlorobiphenyl",32774-16-6,169,Congener,36231,C12H4Cl6,360.9,C1=C(C=C(C(=C1Cl)Cl)Cl)C2=CC(=C(C(=C2)Cl)Cl)Cl,C1=C(C=C(C(=C1Cl)Cl)Cl)C2=CC(=C(C(=C2)Cl)Cl)Cl,"1,2,3-trichloro-5-(3,4,5-trichlorophenyl)benzene",7.4,359.841466,357.844416,0,0,0,215.1
"2,2',3,3',4,4',5-Heptachlorobiphenyl",35065-30-6,170,Congener,37037,C12H3Cl7,395.3,C1=CC(=C(C(=C1C2=CC(=C(C(=C2Cl)Cl)Cl)Cl)Cl)Cl)Cl,C1=CC(=C(C(=C1C2=CC(=C(C(=C2Cl)Cl)Cl)Cl)Cl)Cl)Cl,"1,2,3,4-tetrachloro-5-(2,3,4-trichlorophenyl)benzene",7.9,393.802494,391.805444,0,0,0,229
"2,2',3,3',4,4',6-Heptachlorobiphenyl",52663-71-5,171,Congener,40478,C12H3Cl7,395.3,C1=CC(=C(C(=C1C2=C(C(=C(C=C2Cl)Cl)Cl)Cl)Cl)Cl)Cl,C1=CC(=C(C(=C1C2=C(C(=C(C=C2Cl)Cl)Cl)Cl)Cl)Cl)Cl,"1,2,3,5-tetrachloro-4-(2,3,4-trichlorophenyl)benzene",7.4,393.802494,391.805444,0,0,0,228.6
"2,2',3,3',4,5,5'-Heptachlorobiphenyl",52663-74-8,172,Congener,40481,C12H3Cl7,395.3,C1=C(C=C(C(=C1C2=CC(=C(C(=C2Cl)Cl)Cl)Cl)Cl)Cl)Cl,C1=C(C=C(C(=C1C2=CC(=C(C(=C2Cl)Cl)Cl)Cl)Cl)Cl)Cl,"1,2,3,4-tetrachloro-5-(2,3,5-trichlorophenyl)benzene",8,393.802494,391.805444,0,0,0,230.5
"2,2',3,3',4,5,6-Heptachlorobiphenyl",68194-16-1,173,Congener,50102,C12H3Cl7,395.3,C1=CC(=C(C(=C1)Cl)Cl)C2=C(C(=C(C(=C2Cl)Cl)Cl)Cl)Cl,C1=CC(=C(C(=C1)Cl)Cl)C2=C(C(=C(C(=C2Cl)Cl)Cl)Cl)Cl,"1,2,3,4,5-pentachloro-6-(2,3-dichlorophenyl)benzene",7.4,393.802494,391.805444,0,0,0,229.4
"2,2',3,3',4,5,6'-Heptachlorobiphenyl",38411-25-5,174,Congener,38025,C12H3Cl7,395.3,C1=CC(=C(C(=C1Cl)C2=CC(=C(C(=C2Cl)Cl)Cl)Cl)Cl)Cl,C1=CC(=C(C(=C1Cl)C2=CC(=C(C(=C2Cl)Cl)Cl)Cl)Cl)Cl,"1,2,3,4-tetrachloro-5-(2,3,6-trichlorophenyl)benzene",7.5,393.802494,391.805444,0,0,0,229.8
"2,2',3,3',4,5',6-Heptachlorobiphenyl",40186-70-7,175,Congener,91633,C12H3Cl7,395.3,C1=C(C=C(C(=C1C2=C(C(=C(C=C2Cl)Cl)Cl)Cl)Cl)Cl)Cl,C1=C(C=C(C(=C1C2=C(C(=C(C=C2Cl)Cl)Cl)Cl)Cl)Cl)Cl,"1,2,3,5-tetrachloro-4-(2,3,5-trichlorophenyl)benzene",7.8,393.802494,391.805444,0,0,0,230.1
"2,2',3,3',4,6,6'-Heptachlorobiphenyl",52663-65-7,176,Congener,63097,C12H3Cl7,395.3,C1=CC(=C(C(=C1Cl)C2=C(C(=C(C=C2Cl)Cl)Cl)Cl)Cl)Cl,C1=CC(=C(C(=C1Cl)C2=C(C(=C(C=C2Cl)Cl)Cl)Cl)Cl)Cl,"1,2,3,5-tetrachloro-4-(2,3,6-trichlorophenyl)benzene",7.3,393.802494,391.805444,0,0,0,229.5
"2,2',3,3',4,5',6'-Heptachlorobiphenyl",52663-70-4,177,Congener,40477,C12H3Cl7,395.3,C1=CC(=C(C(=C1C2=C(C(=CC(=C2Cl)Cl)Cl)Cl)Cl)Cl)Cl,C1=CC(=C(C(=C1C2=C(C(=CC(=C2Cl)Cl)Cl)Cl)Cl)Cl)Cl,"1,2,4,5-tetrachloro-3-(2,3,4-trichlorophenyl)benzene",7.4,393.802494,391.805444,0,0,0,229.8
"2,2',3,3',5,5',6-Heptachlorobiphenyl",52663-67-9,178,Congener,40474,C12H3Cl7,395.3,C1=C(C=C(C(=C1C2=C(C(=CC(=C2Cl)Cl)Cl)Cl)Cl)Cl)Cl,C1=C(C=C(C(=C1C2=C(C(=CC(=C2Cl)Cl)Cl)Cl)Cl)Cl)Cl,"1,2,4,5-tetrachloro-3-(2,3,5-trichlorophenyl)benzene",7.8,393.802494,391.805444,0,0,0,231.3
"2,2',3,3',5,6,6'-Heptachlorobiphenyl",52663-64-6,179,Congener,40472,C12H3Cl7,395.3,C1=CC(=C(C(=C1Cl)C2=C(C(=CC(=C2Cl)Cl)Cl)Cl)Cl)Cl,C1=CC(=C(C(=C1Cl)C2=C(C(=CC(=C2Cl)Cl)Cl)Cl)Cl)Cl,"1,2,4,5-tetrachloro-3-(2,3,6-trichlorophenyl)benzene",7.1,393.802494,391.805444,0,0,0,230.7
"2,2',3,4,4',5,5'-Heptachlorobiphenyl",35065-29-3,180,Congener,37036,C12H3Cl7,395.3,C1=C(C(=CC(=C1Cl)Cl)Cl)C2=CC(=C(C(=C2Cl)Cl)Cl)Cl,C1=C(C(=CC(=C1Cl)Cl)Cl)C2=CC(=C(C(=C2Cl)Cl)Cl)Cl,"1,2,3,4-tetrachloro-5-(2,4,5-trichlorophenyl)benzene",7.9,393.802494,391.805444,0,0,0,229.4
"2,2',3,4,4',5,6-Heptachlorobiphenyl",74472-47-2,181,Congener,53038,C12H3Cl7,395.3,C1=CC(=C(C=C1Cl)Cl)C2=C(C(=C(C(=C2Cl)Cl)Cl)Cl)Cl,C1=CC(=C(C=C1Cl)Cl)C2=C(C(=C(C(=C2Cl)Cl)Cl)Cl)Cl,"1,2,3,4,5-pentachloro-6-(2,4-dichlorophenyl)benzene",7.6,393.802494,391.805444,0,0,0,228.6
"2,2',3,4,4',5,6'-Heptachlorobiphenyl",60145-23-5,182,Congener,63098,C12H3Cl7,395.3,C1=C(C=C(C(=C1Cl)C2=CC(=C(C(=C2Cl)Cl)Cl)Cl)Cl)Cl,C1=C(C=C(C(=C1Cl)C2=CC(=C(C(=C2Cl)Cl)Cl)Cl)Cl)Cl,"1,2,3,4-tetrachloro-5-(2,4,6-trichlorophenyl)benzene",7.5,393.802494,391.805444,0,0,0,228.9
"2,2',3,4,4',5',6-Heptachlorobiphenyl",52663-69-1,183,Congener,40476,C12H3Cl7,395.3,C1=C(C(=CC(=C1Cl)Cl)Cl)C2=C(C(=C(C=C2Cl)Cl)Cl)Cl,C1=C(C(=CC(=C1Cl)Cl)Cl)C2=C(C(=C(C=C2Cl)Cl)Cl)Cl,"1,2,3,5-tetrachloro-4-(2,4,5-trichlorophenyl)benzene",7.4,393.802494,391.805444,0,0,0,229
"2,2',3,4,4',6,6'-Heptachlorobiphenyl",74472-48-3,184,Congener,92392,C12H3Cl7,395.3,C1=C(C=C(C(=C1Cl)C2=C(C(=C(C=C2Cl)Cl)Cl)Cl)Cl)Cl,C1=C(C=C(C(=C1Cl)C2=C(C(=C(C=C2Cl)Cl)Cl)Cl)Cl)Cl,"1,2,3,5-tetrachloro-4-(2,4,6-trichlorophenyl)benzene",7.3,393.802494,391.805444,0,0,0,228.6
"2,2',3,4,5,5',6-Heptachlorobiphenyl",52712-05-7,185,Congener,40500,C12H3Cl7,395.3,C1=CC(=C(C=C1Cl)C2=C(C(=C(C(=C2Cl)Cl)Cl)Cl)Cl)Cl,C1=CC(=C(C=C1Cl)C2=C(C(=C(C(=C2Cl)Cl)Cl)Cl)Cl)Cl,"1,2,3,4,5-pentachloro-6-(2,5-dichlorophenyl)benzene",7.5,393.802494,391.805444,0,0,0,229.8
"2,2',3,4,5,6,6'-Heptachlorobiphenyl",74472-49-4,186,Congener,93444,C12H3Cl7,395.3,C1=CC(=C(C(=C1)Cl)C2=C(C(=C(C(=C2Cl)Cl)Cl)Cl)Cl)Cl,C1=CC(=C(C(=C1)Cl)C2=C(C(=C(C(=C2Cl)Cl)Cl)Cl)Cl)Cl,"1,2,3,4,5-pentachloro-6-(2,6-dichlorophenyl)benzene",7.1,393.802494,391.805444,0,0,0,229.1
"2,2',3,4',5,5',6-Heptachlorobiphenyl",52663-68-0,187,Congener,40475,C12H3Cl7,395.3,C1=C(C(=CC(=C1Cl)Cl)Cl)C2=C(C(=CC(=C2Cl)Cl)Cl)Cl,C1=C(C(=CC(=C1Cl)Cl)Cl)C2=C(C(=CC(=C2Cl)Cl)Cl)Cl,"1,2,4,5-tetrachloro-3-(2,4,5-trichlorophenyl)benzene",7.5,393.802494,391.805444,0,0,0,230.1
"2,2',3,4',5,6,6'-Heptachlorobiphenyl",74487-85-7,188,Congener,91723,C12H3Cl7,395.3,C1=C(C=C(C(=C1Cl)C2=C(C(=CC(=C2Cl)Cl)Cl)Cl)Cl)Cl,C1=C(C=C(C(=C1Cl)C2=C(C(=CC(=C2Cl)Cl)Cl)Cl)Cl)Cl,"1,2,4,5-tetrachloro-3-(2,4,6-trichlorophenyl)benzene",7.1,393.802494,391.805444,0,0,0,229.8
"2,3,3',4,4',5,5'-Heptachlorobiphenyl",39635-31-9,189,Congener,38306,C12H3Cl7,395.3,C1=C(C=C(C(=C1Cl)Cl)Cl)C2=CC(=C(C(=C2Cl)Cl)Cl)Cl,C1=C(C=C(C(=C1Cl)Cl)Cl)C2=CC(=C(C(=C2Cl)Cl)Cl)Cl,"1,2,3,4-tetrachloro-5-(3,4,5-trichlorophenyl)benzene",8.1,393.802494,391.805444,0,0,0,229.5
"2,3,3',4,4',5,6-Heptachlorobiphenyl",41411-64-7,190,Congener,38857,C12H3Cl7,395.3,C1=CC(=C(C=C1C2=C(C(=C(C(=C2Cl)Cl)Cl)Cl)Cl)Cl)Cl,C1=CC(=C(C=C1C2=C(C(=C(C(=C2Cl)Cl)Cl)Cl)Cl)Cl)Cl,"1,2,3,4,5-pentachloro-6-(3,4-dichlorophenyl)benzene",7.9,393.802494,391.805444,0,0,0,228.9
"2,3,3',4,4',5',6-Heptachlorobiphenyl",74472-50-7,191,Congener,53039,C12H3Cl7,395.3,C1=C(C=C(C(=C1Cl)Cl)Cl)C2=C(C(=C(C=C2Cl)Cl)Cl)Cl,C1=C(C=C(C(=C1Cl)Cl)Cl)C2=C(C(=C(C=C2Cl)Cl)Cl)Cl,"1,2,3,5-tetrachloro-4-(3,4,5-trichlorophenyl)benzene",7.7,393.802494,391.805444,0,0,0,229.3
"2,3,3',4,5,5',6-Heptachlorobiphenyl",74472-51-8,192,Congener,50892,C12H3Cl7,395.3,C1=C(C=C(C=C1Cl)Cl)C2=C(C(=C(C(=C2Cl)Cl)Cl)Cl)Cl,C1=C(C=C(C=C1Cl)Cl)C2=C(C(=C(C(=C2Cl)Cl)Cl)Cl)Cl,"1,2,3,4,5-pentachloro-6-(3,5-dichlorophenyl)benzene",8,393.802494,391.805444,0,0,0,230.3
"2,3,3',4',5,5',6-Heptachlorobiphenyl",69782-91-8,193,Congener,633844,C12H3Cl7,395.3,C1=C(C=C(C(=C1Cl)Cl)Cl)C2=C(C(=CC(=C2Cl)Cl)Cl)Cl,C1=C(C=C(C(=C1Cl)Cl)Cl)C2=C(C(=CC(=C2Cl)Cl)Cl)Cl,"1,2,4,5-tetrachloro-3-(3,4,5-trichlorophenyl)benzene",8,393.802494,391.805444,0,0,0,230.5
